Position Strand Score
1970103 - 6.5048
1971403 - 5.1363
1972229 - 7.4267
1972434 - 8.7687
1972516 - 9.0314
1972614 - 6.6949
1973182 - 5.3093
1973639 - 6.8212
1973927 - 8.6223
1974539 - 6.4783
1974634 - 5.2536
1974648 - 8.0432
1975242 - 6.8477
1975535 - 9.0314
1976095 - 5.3093
1976243 - 5.5454
1976380 - 5.1565
1976488 - 5.2536
1977573 - 8.2333
1977597 - 6.1865
1977620 - 8.2333
1977974 - 5.5454
1978133 - 6.1865
1978212 - 5.5454
1978275 - 8.0167
1978585 - 5.1628
1978841 - 5.3093
1978986 - 9.3587
1979248 - 8.7687
1979882 - 6.5048
1980078 - 5.5719
1980747 - 5.3093
1981162 - 5.2827
1981817 - 7.7249
1982439 - 5.5719
1982966 - 7.7249
1983400 - 6.5048
1984790 - 8.0432
1985069 - 6.2974
1985329 - 5.8883
1985333 - 5.2827
1985829 - 5.7773
1987058 - 6.5048
1987226 - 6.1865
1989778 - 5.5719
1990473 - 5.1628
1990631 - 6.0957
1991507 - 5.2536
1992413 - 5.3093
1992921 - 5.7773
1993240 - 5.7620
1993876 - 9.5551
1997468 - 9.7016
1998185 - 5.5454
